rank,primary_isbn13,rank_last_week,weeks_on_list,list_date,list_name,rank_change
7,9780345543257,12,20,2015-09-12,combined-print-and-e-book-fiction,-5
8,9781940941707,0,1,2015-09-12,combined-print-and-e-book-fiction,8
9,9781476746586,14,52,2015-09-12,combined-print-and-e-book-fiction,-5
10,9781455581177,11,4,2015-09-12,combined-print-and-e-book-fiction,-1
11,9780345511621,7,2,2015-09-12,combined-print-and-e-book-fiction,4
12,9781101946343,0,12,2015-09-12,combined-print-and-e-book-fiction,12
13,9780062297686,0,1,2015-09-12,combined-print-and-e-book-fiction,13
14,9780374239213,4,2,2015-09-12,combined-print-and-e-book-fiction,10
15,9780698155633,0,1,2015-09-12,combined-print-and-e-book-fiction,15
16,9780804178846,0,0,2015-09-12,combined-print-and-e-book-fiction,16
17,9781466850606,0,0,2015-09-12,combined-print-and-e-book-fiction,17
18,A00B00ZAQP6FI,0,0,2015-09-12,combined-print-and-e-book-fiction,18
19,9780804179638,0,0,2015-09-12,combined-print-and-e-book-fiction,19
20,9781419994418,0,0,2015-09-12,combined-print-and-e-book-fiction,20
1,9780804139038,3,17,2015-09-19,combined-print-and-e-book-fiction,-2
2,9780698161474,0,1,2015-09-19,combined-print-and-e-book-fiction,2
3,9780804178785,1,2,2015-09-19,combined-print-and-e-book-fiction,2
4,9780385354295,2,3,2015-09-19,combined-print-and-e-book-fiction,2
5,9780698189317,0,1,2015-09-19,combined-print-and-e-book-fiction,5
6,9781455591749,0,1,2015-09-19,combined-print-and-e-book-fiction,6
7,9780345543189,0,1,2015-09-19,combined-print-and-e-book-fiction,7
8,9780698185395,4,36,2015-09-19,combined-print-and-e-book-fiction,4
9,9780698405127,0,1,2015-09-19,combined-print-and-e-book-fiction,9
10,9780345543257,7,21,2015-09-19,combined-print-and-e-book-fiction,3
11,9781476746586,9,53,2015-09-19,combined-print-and-e-book-fiction,2
12,9780062409850,5,10,2015-09-19,combined-print-and-e-book-fiction,7
13,9781101614341,6,4,2015-09-19,combined-print-and-e-book-fiction,7
14,9781426899980,0,1,2015-09-19,combined-print-and-e-book-fiction,14
15,9781940941707,8,2,2015-09-19,combined-print-and-e-book-fiction,7
16,9781466851894,0,0,2015-09-19,combined-print-and-e-book-fiction,16
17,9781466850606,0,0,2015-09-19,combined-print-and-e-book-fiction,17
18,9781101946343,0,0,2015-09-19,combined-print-and-e-book-fiction,18
19,9781476777955,0,0,2015-09-19,combined-print-and-e-book-fiction,19
20,9781484724941,0,0,2015-09-19,combined-print-and-e-book-fiction,20
1,9780804139038,1,18,2015-09-26,combined-print-and-e-book-fiction,0
2,9780804178785,3,3,2015-09-26,combined-print-and-e-book-fiction,-1
3,9780385354295,4,4,2015-09-26,combined-print-and-e-book-fiction,-1
4,9780399167454,0,1,2015-09-26,combined-print-and-e-book-fiction,4
5,9780698185395,8,37,2015-09-26,combined-print-and-e-book-fiction,-3
6,9781476746586,11,54,2015-09-26,combined-print-and-e-book-fiction,-5
7,9780345543257,10,22,2015-09-26,combined-print-and-e-book-fiction,-3
8,9780307756961,0,1,2015-09-26,combined-print-and-e-book-fiction,8
9,9780698161474,2,2,2015-09-26,combined-print-and-e-book-fiction,7
10,9780062409850,12,11,2015-09-26,combined-print-and-e-book-fiction,-2
11,9781941824023,0,1,2015-09-26,combined-print-and-e-book-fiction,11
12,9781101614341,13,5,2015-09-26,combined-print-and-e-book-fiction,-1
13,9781466850606,0,31,2015-09-26,combined-print-and-e-book-fiction,13
14,9781484720349,0,1,2015-09-26,combined-print-and-e-book-fiction,14
15,9781101946343,0,13,2015-09-26,combined-print-and-e-book-fiction,15
16,9781594634475,0,0,2015-09-26,combined-print-and-e-book-fiction,16
17,9781455559817,0,0,2015-09-26,combined-print-and-e-book-fiction,17
18,9780698189317,0,0,2015-09-26,combined-print-and-e-book-fiction,18
19,9780553906547,0,0,2015-09-26,combined-print-and-e-book-fiction,19
20,9780345543189,0,0,2015-09-26,combined-print-and-e-book-fiction,20
1,9780804139038,1,19,2015-10-03,combined-print-and-e-book-fiction,0
2,9780316337977,0,1,2015-10-03,combined-print-and-e-book-fiction,2
3,9780698152045,0,1,2015-10-03,combined-print-and-e-book-fiction,3
4,9780804178785,2,4,2015-10-03,combined-print-and-e-book-fiction,2
5,9780385354295,3,5,2015-10-03,combined-print-and-e-book-fiction,2
6,9780698138001,0,1,2015-10-03,combined-print-and-e-book-fiction,6
7,9780062429063,0,1,2015-10-03,combined-print-and-e-book-fiction,7
8,9781460390191,0,1,2015-10-03,combined-print-and-e-book-fiction,8
9,9780698185395,5,38,2015-10-03,combined-print-and-e-book-fiction,4
10,9780698175778,0,1,2015-10-03,combined-print-and-e-book-fiction,10
11,9780062316035,0,1,2015-10-03,combined-print-and-e-book-fiction,11
12,9781250020093,0,1,2015-10-03,combined-print-and-e-book-fiction,12
13,9781476746586,6,55,2015-10-03,combined-print-and-e-book-fiction,7
14,9780345543257,7,23,2015-10-03,combined-print-and-e-book-fiction,7
15,9781460390207,0,1,2015-10-03,combined-print-and-e-book-fiction,15
16,9781460390924,0,0,2015-10-03,combined-print-and-e-book-fiction,16
17,9781420134988,0,0,2015-10-03,combined-print-and-e-book-fiction,17
18,9780399167454,0,0,2015-10-03,combined-print-and-e-book-fiction,18
19,9780062409850,0,0,2015-10-03,combined-print-and-e-book-fiction,19
20,9781466850606,0,0,2015-10-03,combined-print-and-e-book-fiction,20
1,9781476783475,0,1,2015-10-10,combined-print-and-e-book-fiction,1
2,9780804139038,1,20,2015-10-10,combined-print-and-e-book-fiction,1
3,9780345533487,0,1,2015-10-10,combined-print-and-e-book-fiction,3
4,9780316337977,2,2,2015-10-10,combined-print-and-e-book-fiction,2
5,9781466862661,0,1,2015-10-10,combined-print-and-e-book-fiction,5
6,9780385354295,5,6,2015-10-10,combined-print-and-e-book-fiction,1
7,9780804178785,4,5,2015-10-10,combined-print-and-e-book-fiction,3
8,9780553391701,0,1,2015-10-10,combined-print-and-e-book-fiction,8
9,9780698185395,9,39,2015-10-10,combined-print-and-e-book-fiction,0
10,9780698152045,3,2,2015-10-10,combined-print-and-e-book-fiction,7
11,9781476746586,13,56,2015-10-10,combined-print-and-e-book-fiction,-2
12,9780698411678,0,1,2015-10-10,combined-print-and-e-book-fiction,12
13,9780062429063,7,2,2015-10-10,combined-print-and-e-book-fiction,6
14,9780345543257,14,24,2015-10-10,combined-print-and-e-book-fiction,0
15,9780062409850,0,12,2015-10-10,combined-print-and-e-book-fiction,15
16,9781466850606,0,0,2015-10-10,combined-print-and-e-book-fiction,16
17,9780778317661,0,0,2015-10-10,combined-print-and-e-book-fiction,17
18,9781101638477,0,0,2015-10-10,combined-print-and-e-book-fiction,18
19,9780399167454,0,0,2015-10-10,combined-print-and-e-book-fiction,19
20,9781101946343,0,0,2015-10-10,combined-print-and-e-book-fiction,20
1,9781455520619,0,1,2015-10-17,combined-print-and-e-book-fiction,1
2,9780804139038,2,21,2015-10-17,combined-print-and-e-book-fiction,0
3,9781476783475,1,2,2015-10-17,combined-print-and-e-book-fiction,2
4,9780316337977,4,3,2015-10-17,combined-print-and-e-book-fiction,0
5,9780698195028,0,1,2015-10-17,combined-print-and-e-book-fiction,5
6,9780385354295,6,7,2015-10-17,combined-print-and-e-book-fiction,0
7,9780804178785,7,6,2015-10-17,combined-print-and-e-book-fiction,0
8,9780062429063,13,3,2015-10-17,combined-print-and-e-book-fiction,-5
9,9780698185395,9,40,2015-10-17,combined-print-and-e-book-fiction,0
10,9781476746586,11,57,2015-10-17,combined-print-and-e-book-fiction,-1
11,9780692527771,0,1,2015-10-17,combined-print-and-e-book-fiction,11
12,9780385353779,0,1,2015-10-17,combined-print-and-e-book-fiction,12
13,9780698152045,10,3,2015-10-17,combined-print-and-e-book-fiction,3
14,9781429949835,0,1,2015-10-17,combined-print-and-e-book-fiction,14
15,9780345533487,3,2,2015-10-17,combined-print-and-e-book-fiction,12
16,9780345543257,0,0,2015-10-17,combined-print-and-e-book-fiction,16
17,9780062319210,0,0,2015-10-17,combined-print-and-e-book-fiction,17
18,9781101146286,0,0,2015-10-17,combined-print-and-e-book-fiction,18
19,9780316261128,0,0,2015-10-17,combined-print-and-e-book-fiction,19
20,9781466850606,0,0,2015-10-17,combined-print-and-e-book-fiction,20
1,9780385539449,0,1,2015-10-24,combined-print-and-e-book-fiction,1
2,9780316349925,0,1,2015-10-24,combined-print-and-e-book-fiction,2
3,9781455520619,1,2,2015-10-24,combined-print-and-e-book-fiction,2
4,9780804139038,2,22,2015-10-24,combined-print-and-e-book-fiction,2
5,9781476783475,3,3,2015-10-24,combined-print-and-e-book-fiction,2
6,9781451649376,0,1,2015-10-24,combined-print-and-e-book-fiction,6
7,9780316337977,4,4,2015-10-24,combined-print-and-e-book-fiction,3
8,9780062351425,0,1,2015-10-24,combined-print-and-e-book-fiction,8
9,A00B016TO0AOG,0,1,2015-10-24,combined-print-and-e-book-fiction,9
10,9780385354295,6,8,2015-10-24,combined-print-and-e-book-fiction,4
11,9780698185395,9,41,2015-10-24,combined-print-and-e-book-fiction,2
12,9780062429063,8,4,2015-10-24,combined-print-and-e-book-fiction,4
13,9781476746586,10,58,2015-10-24,combined-print-and-e-book-fiction,3
14,9780692527771,11,2,2015-10-24,combined-print-and-e-book-fiction,3
15,9780804178785,7,7,2015-10-24,combined-print-and-e-book-fiction,8
16,9780698152045,0,0,2015-10-24,combined-print-and-e-book-fiction,16
17,9780698191938,0,0,2015-10-24,combined-print-and-e-book-fiction,17
18,9780061938740,0,0,2015-10-24,combined-print-and-e-book-fiction,18
19,9780345543257,0,0,2015-10-24,combined-print-and-e-book-fiction,19
20,9781466850606,0,0,2015-10-24,combined-print-and-e-book-fiction,20
1,9780385539432,1,2,2015-10-31,combined-print-and-e-book-fiction,0
2,9780062325426,0,1,2015-10-31,combined-print-and-e-book-fiction,2
3,9781455520619,3,3,2015-10-31,combined-print-and-e-book-fiction,0
4,9780804139038,4,23,2015-10-31,combined-print-and-e-book-fiction,0
5,9780698186163,0,1,2015-10-31,combined-print-and-e-book-fiction,5
6,9781455533244,0,1,2015-10-31,combined-print-and-e-book-fiction,6
7,9781476783475,5,4,2015-10-31,combined-print-and-e-book-fiction,2
8,9780698176188,0,1,2015-10-31,combined-print-and-e-book-fiction,8
9,9780316349925,2,2,2015-10-31,combined-print-and-e-book-fiction,7
10,9780062371836,0,1,2015-10-31,combined-print-and-e-book-fiction,10
11,9780316337977,7,5,2015-10-31,combined-print-and-e-book-fiction,4
12,9780307911575,0,1,2015-10-31,combined-print-and-e-book-fiction,12
13,9781250027948,0,1,2015-10-31,combined-print-and-e-book-fiction,13
14,9780385354295,10,9,2015-10-31,combined-print-and-e-book-fiction,4
15,9780698185395,11,42,2015-10-31,combined-print-and-e-book-fiction,4
16,9781476746586,0,0,2015-10-31,combined-print-and-e-book-fiction,16
17,9781101965474,0,0,2015-10-31,combined-print-and-e-book-fiction,17
18,9781101884355,0,0,2015-10-31,combined-print-and-e-book-fiction,18
19,9780812998689,0,0,2015-10-31,combined-print-and-e-book-fiction,19
20,9781420136661,0,0,2015-10-31,combined-print-and-e-book-fiction,20
1,9780316225892,0,1,2015-11-07,combined-print-and-e-book-fiction,1
2,9780698190733,0,1,2015-11-07,combined-print-and-e-book-fiction,2
3,9781501111679,0,1,2015-11-07,combined-print-and-e-book-fiction,3
4,9780385539432,1,3,2015-11-07,combined-print-and-e-book-fiction,3
5,9780804139038,4,24,2015-11-07,combined-print-and-e-book-fiction,1
6,9781455520619,3,4,2015-11-07,combined-print-and-e-book-fiction,3
7,9780316349925,9,3,2015-11-07,combined-print-and-e-book-fiction,-2
8,9781476783475,7,5,2015-11-07,combined-print-and-e-book-fiction,1
9,9781451664164,0,1,2015-11-07,combined-print-and-e-book-fiction,9
10,9780062325426,2,2,2015-11-07,combined-print-and-e-book-fiction,8
11,9780804188982,0,1,2015-11-07,combined-print-and-e-book-fiction,11
12,9781476746586,0,59,2015-11-07,combined-print-and-e-book-fiction,12
13,9780316337977,11,6,2015-11-07,combined-print-and-e-book-fiction,2
14,9780698185395,15,43,2015-11-07,combined-print-and-e-book-fiction,-1
15,9780698164055,0,1,2015-11-07,combined-print-and-e-book-fiction,15
16,9781466840959,0,0,2015-11-07,combined-print-and-e-book-fiction,16
17,9781501117008,0,0,2015-11-07,combined-print-and-e-book-fiction,17
18,9780385354295,0,0,2015-11-07,combined-print-and-e-book-fiction,18
19,9781466870031,0,0,2015-11-07,combined-print-and-e-book-fiction,19
20,9781939996343,0,0,2015-11-07,combined-print-and-e-book-fiction,20
1,9780385539432,4,4,2015-11-14,combined-print-and-e-book-fiction,-3
2,9780316225892,1,2,2015-11-14,combined-print-and-e-book-fiction,1
3,9780698146280,0,1,2015-11-14,combined-print-and-e-book-fiction,3
4,9781455525935,0,1,2015-11-14,combined-print-and-e-book-fiction,4
5,9780553418026,5,25,2015-11-14,combined-print-and-e-book-fiction,0
6,9781501111679,3,2,2015-11-14,combined-print-and-e-book-fiction,3
7,9781455520619,6,5,2015-11-14,combined-print-and-e-book-fiction,1
8,9780425280102,2,2,2015-11-14,combined-print-and-e-book-fiction,6
9,9780062294418,0,1,2015-11-14,combined-print-and-e-book-fiction,9
10,9781501110351,0,1,2015-11-14,combined-print-and-e-book-fiction,10
11,9780698191808,0,1,2015-11-14,combined-print-and-e-book-fiction,11
12,9781476783475,8,6,2015-11-14,combined-print-and-e-book-fiction,4
13,9781476746586,12,60,2015-11-14,combined-print-and-e-book-fiction,1
14,9780316349925,7,4,2015-11-14,combined-print-and-e-book-fiction,7
15,9781501116971,0,1,2015-11-14,combined-print-and-e-book-fiction,15
16,9780698185395,0,0,2015-11-14,combined-print-and-e-book-fiction,16
17,9780062325426,0,0,2015-11-14,combined-print-and-e-book-fiction,17
18,9781633500082,0,0,2015-11-14,combined-print-and-e-book-fiction,18
19,9781466850606,0,0,2015-11-14,combined-print-and-e-book-fiction,19
20,9780316337977,0,0,2015-11-14,combined-print-and-e-book-fiction,20
1,9780345542984,0,1,2015-11-21,combined-print-and-e-book-fiction,1
2,9781455586417,0,1,2015-11-21,combined-print-and-e-book-fiction,2
3,9780385539432,1,5,2015-11-21,combined-print-and-e-book-fiction,2
4,9781501108570,0,1,2015-11-21,combined-print-and-e-book-fiction,4
5,9780316225892,2,3,2015-11-21,combined-print-and-e-book-fiction,3
6,9780698191266,0,1,2015-11-21,combined-print-and-e-book-fiction,6
7,A00B014X8XL1Y,0,1,2015-11-21,combined-print-and-e-book-fiction,7
8,9780553418026,5,26,2015-11-21,combined-print-and-e-book-fiction,3
9,9781455520619,7,6,2015-11-21,combined-print-and-e-book-fiction,2
10,9781501111679,6,3,2015-11-21,combined-print-and-e-book-fiction,4
11,9781501119798,0,1,2015-11-21,combined-print-and-e-book-fiction,11
12,9780425280102,8,3,2015-11-21,combined-print-and-e-book-fiction,4
13,9780062338310,0,1,2015-11-21,combined-print-and-e-book-fiction,13
14,9781476746586,13,61,2015-11-21,combined-print-and-e-book-fiction,1
15,9781455525935,4,2,2015-11-21,combined-print-and-e-book-fiction,11
16,9780698185395,0,0,2015-11-21,combined-print-and-e-book-fiction,16
17,9781466890404,0,0,2015-11-21,combined-print-and-e-book-fiction,17
18,9780698146280,0,0,2015-11-21,combined-print-and-e-book-fiction,18
19,9780062294418,0,0,2015-11-21,combined-print-and-e-book-fiction,19
20,9781453206362,0,0,2015-11-21,combined-print-and-e-book-fiction,20
1,9780316407144,0,1,2015-11-28,combined-print-and-e-book-fiction,1
2,9780345542960,1,2,2015-11-28,combined-print-and-e-book-fiction,1
3,9781455586417,2,2,2015-11-28,combined-print-and-e-book-fiction,1
4,9781455520619,9,7,2015-11-28,combined-print-and-e-book-fiction,-5
5,9780385539432,3,6,2015-11-28,combined-print-and-e-book-fiction,2
6,9780553418026,8,27,2015-11-28,combined-print-and-e-book-fiction,-2
7,9780316225892,5,4,2015-11-28,combined-print-and-e-book-fiction,2
8,9781501111679,10,4,2015-11-28,combined-print-and-e-book-fiction,-2
9,9780698197732,0,1,2015-11-28,combined-print-and-e-book-fiction,9
10,9781476746586,14,62,2015-11-28,combined-print-and-e-book-fiction,-4
11,9780425280102,12,4,2015-11-28,combined-print-and-e-book-fiction,-1
12,9781594633669,0,44,2015-11-28,combined-print-and-e-book-fiction,12
13,9780547601205,0,1,2015-11-28,combined-print-and-e-book-fiction,13
14,9780062294418,0,2,2015-11-28,combined-print-and-e-book-fiction,14
15,9781501108556,4,2,2015-11-28,combined-print-and-e-book-fiction,11
16,9781460342787,0,0,2015-11-28,combined-print-and-e-book-fiction,16
17,9780399174117,0,0,2015-11-28,combined-print-and-e-book-fiction,17
18,9781466850606,0,0,2015-11-28,combined-print-and-e-book-fiction,18
19,9781501117008,0,0,2015-11-28,combined-print-and-e-book-fiction,19
20,9780062409850,0,0,2015-11-28,combined-print-and-e-book-fiction,20
1,9781466850606,0,32,2015-12-05,combined-print-and-e-book-fiction,1
2,9780698410619,0,1,2015-12-05,combined-print-and-e-book-fiction,2
3,9780316407045,1,2,2015-12-05,combined-print-and-e-book-fiction,2
4,9780316225892,7,5,2015-12-05,combined-print-and-e-book-fiction,-3
5,9780385539432,5,7,2015-12-05,combined-print-and-e-book-fiction,0
6,9781455586424,3,3,2015-12-05,combined-print-and-e-book-fiction,3
7,9780698193277,0,1,2015-12-05,combined-print-and-e-book-fiction,7
8,9780553418026,6,28,2015-12-05,combined-print-and-e-book-fiction,2
9,9780062409874,0,13,2015-12-05,combined-print-and-e-book-fiction,9
10,9780345542960,2,3,2015-12-05,combined-print-and-e-book-fiction,8
11,9780804179645,0,1,2015-12-05,combined-print-and-e-book-fiction,11
12,9781455520619,4,8,2015-12-05,combined-print-and-e-book-fiction,8
13,9781501111679,8,5,2015-12-05,combined-print-and-e-book-fiction,5
14,9781460330197,0,2,2015-12-05,combined-print-and-e-book-fiction,14
15,9781476746586,10,63,2015-12-05,combined-print-and-e-book-fiction,5
16,9781594633669,0,0,2015-12-05,combined-print-and-e-book-fiction,16
17,9781616203948,0,0,2015-12-05,combined-print-and-e-book-fiction,17
18,9781451650044,0,0,2015-12-05,combined-print-and-e-book-fiction,18
19,9780062294418,0,0,2015-12-05,combined-print-and-e-book-fiction,19
20,9780547572482,0,0,2015-12-05,combined-print-and-e-book-fiction,20
1,9780385539432,5,8,2015-12-12,combined-print-and-e-book-fiction,-4
2,9780316407045,3,3,2015-12-12,combined-print-and-e-book-fiction,-1
3,9781455586424,6,4,2015-12-12,combined-print-and-e-book-fiction,-3
4,9780553418026,8,29,2015-12-12,combined-print-and-e-book-fiction,-4
5,9780345545978,0,1,2015-12-12,combined-print-and-e-book-fiction,5
6,9780399176760,2,2,2015-12-12,combined-print-and-e-book-fiction,4
7,9781455520619,12,9,2015-12-12,combined-print-and-e-book-fiction,-5
8,9780345542960,10,4,2015-12-12,combined-print-and-e-book-fiction,-2
9,9781476746586,15,64,2015-12-12,combined-print-and-e-book-fiction,-6
10,9781594633669,0,45,2015-12-12,combined-print-and-e-book-fiction,10
11,9781501111679,13,6,2015-12-12,combined-print-and-e-book-fiction,-2
12,9780312577223,1,33,2015-12-12,combined-print-and-e-book-fiction,11
13,9780698193666,0,1,2015-12-12,combined-print-and-e-book-fiction,13
14,9780062294418,0,3,2015-12-12,combined-print-and-e-book-fiction,14
15,9780316225885,4,6,2015-12-12,combined-print-and-e-book-fiction,11
16,9780062409850,0,0,2015-12-12,combined-print-and-e-book-fiction,16
17,9780345531032,0,0,2015-12-12,combined-print-and-e-book-fiction,17
18,9780385354288,0,0,2015-12-12,combined-print-and-e-book-fiction,18
19,9780547572482,0,0,2015-12-12,combined-print-and-e-book-fiction,19
20,9781609450786,0,0,2015-12-12,combined-print-and-e-book-fiction,20
1,9780385539432,1,9,2015-12-19,combined-print-and-e-book-fiction,0
2,9780553418026,4,30,2015-12-19,combined-print-and-e-book-fiction,-2
3,9780316407045,2,4,2015-12-19,combined-print-and-e-book-fiction,1
4,9781476746586,9,65,2015-12-19,combined-print-and-e-book-fiction,-5
5,9781594633669,10,46,2015-12-19,combined-print-and-e-book-fiction,-5
6,9781455520619,7,10,2015-12-19,combined-print-and-e-book-fiction,-1
7,9781455586424,3,5,2015-12-19,combined-print-and-e-book-fiction,4
8,9781501111679,11,7,2015-12-19,combined-print-and-e-book-fiction,-3
9,9780062381637,0,1,2015-12-19,combined-print-and-e-book-fiction,9
10,9780312577223,12,34,2015-12-19,combined-print-and-e-book-fiction,-2
11,9780399176760,6,3,2015-12-19,combined-print-and-e-book-fiction,5
12,9780345542960,8,5,2015-12-19,combined-print-and-e-book-fiction,4
13,9780062294418,14,4,2015-12-19,combined-print-and-e-book-fiction,-1
14,9780062409850,0,14,2015-12-19,combined-print-and-e-book-fiction,14
15,9780345545961,5,2,2015-12-19,combined-print-and-e-book-fiction,10
16,9780316225885,0,0,2015-12-19,combined-print-and-e-book-fiction,16
17,9780385354288,0,0,2015-12-19,combined-print-and-e-book-fiction,17
18,9781594634475,0,0,2015-12-19,combined-print-and-e-book-fiction,18
19,9780062008671,0,0,2015-12-19,combined-print-and-e-book-fiction,19
20,9781609450786,0,0,2015-12-19,combined-print-and-e-book-fiction,20
